cuisines,establishment_types,currency,featured_image,average_cost_for_two,deeplink,thumb,is_delivering_now,menu_url,photos_url,user_rating,offers,location,has_table_booking,events_url,price_range,name,has_online_delivery,url
American  Steak,,$,https://b.zmtcdn.com/data/pictures/3/16816273/2f02a9d401cdfb0006b807da76f90dc8_featured_v2.jpg,70,zomato://restaurant/16816273,https://b.zmtcdn.com/data/pictures/3/16816273/2f02a9d401cdfb0006b807da76f90dc8_featured_v2.jpg,0,https://www.zomato.com/los-angeles/lawrys-the-prime-rib-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/lawrys-the-prime-rib-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.8,,100 N La Cienega Blvd  Beverly Hills  CA 90211,0,https://www.zomato.com/los-angeles/lawrys-the-prime-rib-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Lawry's The Prime Rib,0,https://www.zomato.com/los-angeles/lawrys-the-prime-rib-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Brazilian  Steak,,$,https://b.zmtcdn.com/data/pictures/2/16812432/cf47075db31b32033d59327fcfc32f16_featured_v2.jpg,70,zomato://restaurant/16812432,https://b.zmtcdn.com/data/pictures/2/16812432/cf47075db31b32033d59327fcfc32f16_featured_v2.jpg,0,https://www.zomato.com/los-angeles/fogo-de-chão-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/fogo-de-chão-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,133 N La Cienega Boulevard  Beverly Hills  CA 90211,0,https://www.zomato.com/los-angeles/fogo-de-chão-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Fogo de Chão,0,https://www.zomato.com/los-angeles/fogo-de-chão-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Japanese  Sushi,,$,https://b.zmtcdn.com/data/pictures/4/16825724/e92c1270e58da0fe17c6a67760024f0c_featured_v2.jpg,70,zomato://restaurant/16825724,https://b.zmtcdn.com/data/pictures/4/16825724/e92c1270e58da0fe17c6a67760024f0c_featured_v2.jpg,0,https://www.zomato.com/los-angeles/katsuya-1-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/katsuya-1-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,6300 Hollywood Blvd  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/katsuya-1-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Katsuya,0,https://www.zomato.com/los-angeles/katsuya-1-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Breakfast  Diner,,$,https://b.zmtcdn.com/data/pictures/5/16819015/3214dff2a0bbf9e85245ddeeaea51595_featured_v2.jpg,10,zomato://restaurant/16819015,https://b.zmtcdn.com/data/pictures/5/16819015/3214dff2a0bbf9e85245ddeeaea51595_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-original-pantry-cafe-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-original-pantry-cafe-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.9,,877 S Figueroa St  Los Angeles  CA 90017,0,https://www.zomato.com/los-angeles/the-original-pantry-cafe-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,The Original Pantry Cafe,0,https://www.zomato.com/los-angeles/the-original-pantry-cafe-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Mediterranean,,$,https://b.zmtcdn.com/data/pictures/0/16806930/81caec3c6775c323d5b231ab1b098cf6_featured_v2.jpg,40,zomato://restaurant/16806930,https://b.zmtcdn.com/data/pictures/0/16806930/81caec3c6775c323d5b231ab1b098cf6_featured_v2.jpg,0,https://www.zomato.com/los-angeles/a-o-c-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/a-o-c-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,8700 W 3rd St  Los Angeles  CA 90048,0,https://www.zomato.com/los-angeles/a-o-c-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,A.O.C.,0,https://www.zomato.com/los-angeles/a-o-c-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Coffee and Tea,,$,https://b.zmtcdn.com/data/pictures/4/16807074/802e41c93d52207339b5cf7cf02b5732_featured_v2.jpg,25,zomato://restaurant/16807074,https://b.zmtcdn.com/data/pictures/4/16807074/802e41c93d52207339b5cf7cf02b5732_featured_v2.jpg,0,https://www.zomato.com/los-angeles/alcove-cafe-bakery-big-bar-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/alcove-cafe-bakery-big-bar-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.7,,1929 Hillhurst Ave  Los Angeles  CA 90027,0,https://www.zomato.com/los-angeles/alcove-cafe-bakery-big-bar-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Alcove Cafe & Bakery,0,https://www.zomato.com/los-angeles/alcove-cafe-bakery-big-bar-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Deli,,$,https://b.zmtcdn.com/data/pictures/8/16809318/6204e06a25d40bae60a479c591184494_featured_v2.jpg,25,zomato://restaurant/16809318,https://b.zmtcdn.com/data/pictures/8/16809318/6204e06a25d40bae60a479c591184494_featured_v2.jpg,0,https://www.zomato.com/los-angeles/canters-deli-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/canters-deli-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.2,,419 N Fairfax Ave  Los Angeles  CA 90036,0,https://www.zomato.com/los-angeles/canters-deli-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Canter's Deli,0,https://www.zomato.com/los-angeles/canters-deli-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Breakfast  Diner,,$,https://b.zmtcdn.com/data/pictures/0/16825660/7877d94389d5931e488265b8cd9278fd_featured_v2.jpg,25,zomato://restaurant/16825660,https://b.zmtcdn.com/data/pictures/0/16825660/7877d94389d5931e488265b8cd9278fd_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-waffle-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-waffle-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.8,,6255 W Sunset Blvd  Hollywood  CA 90028,0,https://www.zomato.com/los-angeles/the-waffle-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,The Waffle,0,https://www.zomato.com/los-angeles/the-waffle-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Japanese  Sushi,,$,https://b.zmtcdn.com/data/pictures/6/16833716/5a6b9883829e10ba6149c706aae14685_featured_v2.jpg,40,zomato://restaurant/16833716,https://b.zmtcdn.com/data/pictures/6/16833716/5a6b9883829e10ba6149c706aae14685_featured_v2.jpg,0,https://www.zomato.com/los-angeles/sugarfish-by-sushi-nozawa-1-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/sugarfish-by-sushi-nozawa-1-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,600 W 7th St Ste 150  Los Angeles  CA 90017,0,https://www.zomato.com/los-angeles/sugarfish-by-sushi-nozawa-1-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Sugarfish by Sushi Nozawa,0,https://www.zomato.com/los-angeles/sugarfish-by-sushi-nozawa-1-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
French  Seafood,,$,https://b.zmtcdn.com/data/pictures/6/16820386/9da170b143f142022035e5bb89490bc2_featured_v2.jpg,70,zomato://restaurant/16820386,https://b.zmtcdn.com/data/pictures/6/16820386/9da170b143f142022035e5bb89490bc2_featured_v2.jpg,0,https://www.zomato.com/los-angeles/providence-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/providence-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.0,,5955 Melrose Ave  Los Angeles  CA 90038,0,https://www.zomato.com/los-angeles/providence-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,Providence,0,https://www.zomato.com/los-angeles/providence-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
California  Healthy Food,,$,,10,zomato://restaurant/16823533,,0,https://www.zomato.com/los-angeles/tender-greens-culver-city/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/tender-greens-culver-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,9523 Culver Blvd  Culver City  CA 90232,0,https://www.zomato.com/los-angeles/tender-greens-culver-city/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Tender Greens,0,https://www.zomato.com/los-angeles/tender-greens-culver-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  California,,$,https://b.zmtcdn.com/data/pictures/4/16814344/919a778e138f9af17cdcdf1b8aaf04b4_featured_v2.jpg,70,zomato://restaurant/16814344,https://b.zmtcdn.com/data/pictures/4/16814344/919a778e138f9af17cdcdf1b8aaf04b4_featured_v2.jpg,0,https://www.zomato.com/los-angeles/the-ivy-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/the-ivy-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.9,,113 N Robertson Blvd  Los Angeles  CA 90048,0,https://www.zomato.com/los-angeles/the-ivy-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4,The Ivy,0,https://www.zomato.com/los-angeles/the-ivy-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  BBQ,,$,https://b.zmtcdn.com/data/pictures/2/16807622/01328b505e0d390260ab5981222f1f6e_featured_v2.jpg,40,zomato://restaurant/16807622,https://b.zmtcdn.com/data/pictures/2/16807622/01328b505e0d390260ab5981222f1f6e_featured_v2.jpg,0,https://www.zomato.com/los-angeles/baby-blues-bbq-venice/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/baby-blues-bbq-venice/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,444 Lincoln Boulevard  Venice  CA 90291,0,https://www.zomato.com/los-angeles/baby-blues-bbq-venice/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Baby Blues BBQ,0,https://www.zomato.com/los-angeles/baby-blues-bbq-venice?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Steak,,$,https://b.zmtcdn.com/data/pictures/2/16821302/2d67ea75b3932b8d1f222eeef402d31e_featured_v2.jpg,40,zomato://restaurant/16821302,https://b.zmtcdn.com/data/pictures/2/16821302/2d67ea75b3932b8d1f222eeef402d31e_featured_v2.jpg,0,https://www.zomato.com/los-angeles/saddle-ranch-chop-house-west-hollywood/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/saddle-ranch-chop-house-west-hollywood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.1,,8371 Sunset Blvd  West Hollywood  CA 90069,0,https://www.zomato.com/los-angeles/saddle-ranch-chop-house-west-hollywood/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,3,Saddle Ranch Chop House,0,https://www.zomato.com/los-angeles/saddle-ranch-chop-house-west-hollywood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Desserts  Ice Cream,,$,https://b.zmtcdn.com/data/pictures/7/16835437/f8df0865d081bf64e2b1ddb1cdaf3d34_featured_v2.jpg,10,zomato://restaurant/16835437,https://b.zmtcdn.com/data/pictures/7/16835437/f8df0865d081bf64e2b1ddb1cdaf3d34_featured_v2.jpg,0,https://www.zomato.com/los-angeles/sprinkles-ice-cream-beverly-hills/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/sprinkles-ice-cream-beverly-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3.5,,9631 S Santa Monica Blvd  Beverly Hills  CA 90210,0,https://www.zomato.com/los-angeles/sprinkles-ice-cream-beverly-hills/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1,Sprinkles Ice Cream,0,https://www.zomato.com/los-angeles/sprinkles-ice-cream-beverly-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
Breakfast  Sandwich  Deli,,$,https://b.zmtcdn.com/data/pictures/4/16808534/d71e6f595eb35023e6a9bf171c168d5c_featured_v2.png,25,zomato://restaurant/16808534,https://b.zmtcdn.com/data/pictures/4/16808534/d71e6f595eb35023e6a9bf171c168d5c_featured_v2.png,0,https://www.zomato.com/los-angeles/brents-deli-northridge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/brents-deli-northridge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.3,,19565 Parthenia St  Northridge  CA 91324,0,https://www.zomato.com/los-angeles/brents-deli-northridge/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Brent's Deli,0,https://www.zomato.com/los-angeles/brents-deli-northridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
American  Burger,,$,https://b.zmtcdn.com/data/pictures/9/16832819/5274b2227909b2ee6bbd0a013dbdf710_featured_v2.jpg,25,zomato://restaurant/16832819,https://b.zmtcdn.com/data/pictures/9/16832819/5274b2227909b2ee6bbd0a013dbdf710_featured_v2.jpg,0,https://www.zomato.com/los-angeles/umami-burger-2-los-angeles/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/los-angeles/umami-burger-2-los-angeles/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4.4,,1520 N. Cahuenga Blvd #7  Los Angeles  CA 90028,0,https://www.zomato.com/los-angeles/umami-burger-2-los-angeles/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,2,Umami Burger,0,https://www.zomato.com/los-angeles/umami-burger-2-los-angeles?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
